"PID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","species","country","localities","source","method","notes"
1557,0,0,0,100,100,0,0,0,0,0,0,0,"Menticirrhus saxatilis","USA","Beaufort, North Carolina","Fishbase","Hand-geocoded","No available suitability"
1558,0,0,0,0,0,100,100,100,0,0,0,0,"Menticirrhus saxatilis","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
1559,0,0,0,0,0,100,100,100,0,0,0,0,"Menticirrhus saxatilis","USA","Off New Jersey","Fishbase","Hand-geocoded",""
1560,100,100,100,100,100,100,100,100,100,0,0,0,"Merlangius merlangus","","Between British Isles and Bay of Biscay","Fishbase","Hand-geocoded",""
1561,100,100,100,100,100,100,100,100,100,100,100,100,"Merlangius merlangus","","Black Sea","Fishbase","Hand-geocoded",""
1562,0,100,100,100,0,0,0,0,0,0,0,0,"Merlangius merlangus","Ireland","Celtic Sea (ICES div VIIg, Jan 2001-Jan 2002)","Fishbase","Hand-geocoded",""
1563,100,100,100,100,100,0,0,0,0,0,0,0,"Merlangius merlangus","","Mediterranean","Fishbase","Hand-geocoded",""
1564,100,100,100,100,100,100,100,100,100,0,0,0,"Merlangius merlangus","","Northeastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
1565,0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius albidus","","Caribbean Sea","Fishbase","ArcGIS geocoding",""
1566,0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius albidus","USA","Gulf of Maine to Cape Hatteras","Fishbase","Hand-geocoded",""
1567,0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius albidus","Mexico","Gulf of Mexico","Fishbase","ArcGIS geocoding",""
1568,0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius albidus","USA","New England","Fishbase","ArcGIS geocoding",""
1569,0,0,0,100,100,100,0,0,0,0,0,0,"Merluccius angustimanus","Mexico","southern Gulf of California","Fishbase","Hand-geocoded",""
1570,0,0,0,0,100,100,100,100,0,0,0,0,"Merluccius australis","Argentina","Off the Patagonian shelf south of 47° S","Fishbase","Hand-geocoded","No available suitability"
1571,0,0,0,0,0,0,100,100,0,0,0,0,"Merluccius australis","New Zealand","Off west coast of South Island","Fishbase","Hand-geocoded",""
1572,0,0,0,0,100,100,100,100,100,100,0,0,"Merluccius bilinearis","USA","Cape Sable to Block Island","Fishbase","GeoNames geocoding","No available suitability"
1573,0,0,0,0,0,100,100,100,100,0,0,0,"Merluccius bilinearis","Canada","Nova Scotia","Fishbase","ArcGIS geocoding",""
1574,0,0,0,0,0,0,0,100,100,0,0,0,"Merluccius bilinearis","Canada","Off Sable Island Bank","Fishbase","Hand-geocoded",""
1575,0,0,0,0,0,100,100,0,0,0,0,0,"Merluccius bilinearis","USA","Southeastern and southern slopes of Georges Bank","Fishbase","Hand-geocoded",""
1576,0,0,0,0,0,0,0,100,100,100,100,0,"Merluccius capensis","South Africa","Lüderitz (Namibia)  and Cape fishing grounds, 1970","Fishbase","Hand-geocoded",""
1577,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius capensis","","southern Africa","Fishbase","Multiple EEZs by FAO region",""
1578,0,0,0,0,0,0,0,100,100,100,100,0,"Merluccius gayi gayi","Chile","deep waters off Chile","Fishbase","Bathymetry-based polygon",""
1579,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius hubbsi","Argentina","Argentine Sea","Fishbase","Hand-geocoded",""
1580,100,100,100,0,0,0,0,0,0,100,100,100,"Merluccius hubbsi","Argentina","north Patagonia waters (43°S-45°S)","Fishbase","Hand-geocoded",""
1581,0,0,0,0,100,100,100,0,0,0,0,0,"Merluccius hubbsi","Argentina","northern coasts (35°S-38°S)","Fishbase","Hand-geocoded",""
1582,0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius magnoculus","","Caribbean Sea","Fishbase","ArcGIS geocoding",""
1583,0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius magnoculus","USA","Gulf of Maine to Cape Hatteras","Fishbase","Hand-geocoded",""
1584,0,0,0,100,100,100,100,100,100,0,0,0,"Merluccius magnoculus","Mexico","Gulf of Mexico","Fishbase","ArcGIS geocoding",""
1585,0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius magnoculus","USA","New England","Fishbase","ArcGIS geocoding",""
1586,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius hubbsi","Argentina","Argentine Sea","Fishbase","Hand-geocoded",""
1587,100,100,100,0,0,0,0,0,0,100,100,100,"Merluccius merluccius hubbsi","Argentina","north Patagonia waters (43°S-45°S)","Fishbase","Hand-geocoded",""
1588,0,0,0,0,100,100,100,0,0,0,0,0,"Merluccius merluccius hubbsi","Argentina","northern coasts (35°S-38°S)","Fishbase","Hand-geocoded",""
1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merluccius merluccius hubbsi","Argentina","to be filled","Fishbase","Exclusive economic zone",""
1590,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius","","Adriatic Sea","Fishbase","Hand-geocoded",""
1591,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius","Spain","Balearic Islands","Fishbase","Hand-geocoded",""
1592,0,100,100,100,100,0,0,0,0,0,0,0,"Merluccius merluccius","","Bay of Biscay","Fishbase","ArcGIS geocoding",""
1593,0,0,0,0,0,100,100,0,0,0,0,0,"Merluccius merluccius","","Bay of Biscay, 1994-95","Fishbase","Hand-geocoded",""
1594,100,100,100,100,100,0,0,0,0,0,0,0,"Merluccius merluccius","","Bay of Biscay, 1996-1997","Fishbase","Hand-geocoded",""
1595,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius","France","Bay of Biscay, 1996-1997","Fishbase","Hand-geocoded",""
1596,0,0,0,0,0,0,0,100,100,100,100,100,"Merluccius merluccius","Spain","Catalan Sea","Fishbase","Hand-geocoded",""
1597,100,100,100,100,100,100,100,0,0,0,0,0,"Merluccius merluccius","Spain","Eastern Bay of Biscay","Fishbase","Hand-geocoded",""
1598,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius","France","Gulf of Lions","Fishbase","Hand-geocoded",""
1599,100,100,0,0,0,0,0,0,0,100,100,100,"Merluccius merluccius","France","Gulf of Lions & Gulf of Roses-Cape Creus","Fishbase","Hand-geocoded",""
1600,100,100,100,100,100,0,0,0,0,0,0,100,"Merluccius merluccius","Spain","Iberian Peninsula","Fishbase","Exclusive economic zone",""
1601,100,100,100,100,100,0,0,0,0,0,0,0,"Merluccius merluccius","Turkey","Marmara Sea","Fishbase","Hand-geocoded",""
1602,100,100,100,100,100,100,0,0,0,0,0,100,"Merluccius merluccius","","Mediterranean","Fishbase","Hand-geocoded",""
1603,100,100,100,100,100,100,100,0,0,0,0,100,"Merluccius merluccius","","Mediterranean","Fishbase","Hand-geocoded",""
1604,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius","Italy","N Tyrrhenian Sea","Fishbase","Hand-geocoded",""
1605,0,100,100,100,100,0,0,0,0,0,0,0,"Merluccius merluccius","Italy","N Tyrrhenian Sea","Fishbase","Hand-geocoded",""
1606,100,100,100,100,100,0,0,0,0,0,100,100,"Merluccius merluccius","","North Sea","Fishbase","Hand-geocoded",""
1607,100,100,100,100,100,100,100,0,0,0,0,100,"Merluccius merluccius","","North Sea (northern) and Skagerrak","Fishbase","Hand-geocoded",""
1608,0,0,0,100,100,100,100,0,0,0,0,0,"Merluccius merluccius","Ireland","Off Ireland","Fishbase","Exclusive economic zone",""
1609,100,100,100,0,0,0,0,0,0,0,0,0,"Merluccius merluccius","Morocco","Off Morocco","Fishbase","Exclusive economic zone",""
1610,0,0,0,0,100,100,100,100,0,0,0,0,"Merluccius merluccius","UK","Off Scotland","Fishbase","Exclusive economic zone",""
1611,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius","Greece","Porto Santo Stefano, Northern Tyrrhenian Sea, 1992","Fishbase","Hand-geocoded","No available suitability"
1612,100,100,100,100,100,100,100,0,0,0,0,100,"Merluccius merluccius","UK Scotland","Scotland","Fishbase","Exclusive economic zone",""
1613,100,100,100,100,100,100,100,100,100,100,100,100,"Merluccius merluccius","Italy","Strait of Sicily","Fishbase","Hand-geocoded",""
1614,100,100,100,100,100,100,100,0,0,0,0,100,"Merluccius merluccius","Iceland","West Iceland","Fishbase","Hand-geocoded",""
1615,100,100,100,100,100,100,0,0,0,0,0,0,"Merluccius productus","Mexico","Baja California","Fishbase","Hand-geocoded",""
1616,100,100,100,100,100,100,0,0,0,0,0,0,"Merluccius productus","USA","Off California","Fishbase","Hand-geocoded",""
1617,0,0,0,0,0,0,0,100,100,0,0,0,"Merluccius senegalensis","Morocco","eastern coasts","Fishbase","Hand-geocoded","No available suitability"
1618,0,0,100,100,100,0,0,0,0,0,0,0,"Merluccius uraleptus",NA,"Mediterranean","Fishbase","Hand-geocoded",""
1619,0,0,100,100,0,0,0,0,0,0,0,0,"Microchirus variegatus","","Channel","Fishbase","Hand-geocoded",""
1620,0,0,100,100,100,0,0,0,0,0,0,0,"Microchirus variegatus","UK","English Channel","Fishbase","ArcGIS geocoding",""
1621,0,100,100,100,100,100,100,100,0,0,0,0,"Microchirus variegatus","Ireland","Ireland","Fishbase","Exclusive economic zone",""
1622,0,100,0,0,0,0,0,0,0,0,0,0,"Microchirus variegatus","","Mediterannean","Fishbase","Multiple EEZs by FAO region",""
1623,100,0,0,0,0,0,0,0,100,100,100,100,"Micromesistius australis","Falkland Is.","Including Malvinas Islands and Patagonia","Fishbase","Hand-geocoded",""
1624,0,0,0,0,0,100,100,0,0,0,0,0,"Micromesistius australis","New Zealand","New Zealand","Fishbase","Exclusive economic zone",""
1625,0,0,100,100,0,0,0,0,0,0,0,0,"Micromesistius poutassou","","British Isles","Fishbase","Hand-geocoded",""
1626,0,0,100,100,0,0,0,0,0,0,0,0,"Micromesistius poutassou","Iceland","Iceland","Fishbase","Exclusive economic zone",""
1627,0,0,100,100,0,0,0,0,0,0,0,0,"Micromesistius poutassou","Norway","Off Norway","Fishbase","Exclusive economic zone",""
1628,100,100,100,100,0,0,0,0,0,0,0,0,"Micromesistius poutassou","Portugal","Portuguese coast, 1984-85","Fishbase","Exclusive economic zone",""
1629,0,0,100,100,0,0,0,0,0,0,0,0,"Micromesistius poutassou","UK","west of the British Isles","Fishbase","Hand-geocoded",""
1630,0,0,0,0,0,0,0,0,0,0,100,100,"Micropogonias furnieri","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
1631,100,100,100,100,100,100,100,100,100,100,100,100,"Micropogonias furnieri","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1632,100,100,100,100,100,100,100,100,100,100,100,100,"Micropogonias furnieri","Brazil","Maranhâo","Fishbase","Hand-geocoded",""
1633,100,100,100,100,0,0,0,0,100,100,100,100,"Micropogonias furnieri","Brazil","Maranhâo_","Fishbase","Hand-geocoded",""
1634,100,100,100,0,0,0,0,0,0,0,100,100,"Micropogonias furnieri","Argentina","Rio de la Plata estuary","Fishbase","Hand-geocoded",""
1635,0,0,0,0,0,100,100,100,0,0,0,0,"Micropogonias furnieri","Brazil","São Paulo","Fishbase","Hand-geocoded",""
1636,0,0,0,100,0,0,0,100,100,0,100,0,"Micropogonias furnieri","Brazil","São Paulo, 1979-1980","Fishbase","Hand-geocoded",""
1637,100,100,0,100,100,100,0,100,100,0,100,100,"Micropogonias furnieri","Brazil","São Paulo, 1979-1980_","Fishbase","Hand-geocoded",""
1638,100,100,100,100,100,100,100,100,0,100,100,100,"Micropogonias furnieri","Trinidad Tobago","Trinidad and Tobago","Fishbase","Exclusive economic zone",""
1639,0,0,0,0,0,0,0,0,0,0,100,100,"Micropogonias opercularis","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
1640,100,100,100,100,100,100,100,100,100,100,100,100,"Micropogonias opercularis","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1641,100,100,100,100,100,100,100,100,100,100,100,100,"Micropogonias opercularis","Brazil","Maranhâo","Fishbase","Hand-geocoded",""
1642,100,100,100,100,0,0,0,0,100,100,100,100,"Micropogonias opercularis","Brazil","Maranhâo_","Fishbase","Hand-geocoded",""
1643,100,100,100,0,0,0,0,0,0,0,100,100,"Micropogonias opercularis","Argentina","Rio de la Plata estuary","Fishbase","Hand-geocoded",""
1644,0,0,0,0,0,100,100,100,0,0,0,0,"Micropogonias opercularis","Brazil","São Paulo","Fishbase","Hand-geocoded",""
1645,0,0,0,100,0,0,0,100,100,0,100,0,"Micropogonias opercularis","Brazil","São Paulo, 1979-1980","Fishbase","Hand-geocoded",""
1646,100,100,0,100,100,100,0,100,100,0,100,100,"Micropogonias opercularis","Brazil","São Paulo, 1979-1980_","Fishbase","Hand-geocoded",""
1647,100,100,100,100,100,100,100,100,0,100,100,100,"Micropogonias opercularis","Trinidad Tobago","Trinidad and Tobago","Fishbase","Exclusive economic zone",""
1648,100,100,100,100,100,0,0,0,100,100,100,100,"Micropogonias undulatus","USA","Beaufort, North Carolina (offshore and estuaries)","Fishbase","Hand-geocoded","No available suitability"
1649,100,100,100,100,100,100,100,100,100,100,100,100,"Micropogonias undulatus","USA","Chesapeake Bay","Fishbase","Hand-geocoded",""
1650,0,0,0,0,0,0,0,100,100,100,100,100,"Micropogonias undulatus","USA","northeastern coasts","Fishbase","Hand-geocoded",""
1651,100,100,100,100,100,100,100,100,100,100,100,100,"Microspathodon chrysurus","Panama","Punta de San Blas, on the Caribbean coast of the Isthmus of Panama","Fishbase","Hand-geocoded",""
1652,0,0,0,0,100,100,100,100,100,100,0,0,"Microstomus kitt","UK Scotland","Aberdeenshire coast","Fishbase","Hand-geocoded",""
1653,0,0,0,0,100,100,100,100,100,100,0,0,"Microstomus kitt","UK Scotland","East coast of Scotland","Fishbase","Hand-geocoded",""
1654,0,0,0,100,100,100,100,100,100,0,0,0,"Microstomus kitt","UK Scotland","Moray Firth","Fishbase","Hand-geocoded",""
1655,0,0,0,100,100,100,100,100,0,0,0,0,"Microstomus kitt","","Northeast Atlantic","Fishbase","Multiple EEZs by FAO region",""
1656,0,0,0,100,100,100,100,100,100,0,0,0,"Microstomus kitt","UK Scotland","Shetlands","Fishbase","Hand-geocoded",""
1657,0,0,0,0,100,100,100,100,100,100,100,0,"Microstomus kitt","UK Engld Wal","West Central North Sea","Fishbase","Hand-geocoded",""
1658,0,0,100,100,100,100,100,0,0,0,0,0,"Microstomus kitt","UK Scotland","West Coast","Fishbase","Hand-geocoded",""
1659,0,0,100,100,100,100,100,100,0,0,0,0,"Microstomus kitt","UK Scotland","West of the Orkneys","Fishbase","Hand-geocoded",""
1660,100,100,0,0,0,0,0,0,0,0,100,100,"Microstomus pacificus","USA","California","Fishbase","GeoNames geocoding",""
1661,100,100,100,100,100,0,0,0,0,0,0,100,"Microstomus pacificus","USA","Central California coast (Point Conception to San Francisco Bay) and off Oregon coast","Fishbase","Hand-geocoded",""
1662,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia dypterygia","Faeroe Is.","Faeroe Islands","Fishbase","Exclusive economic zone",""
1663,100,100,100,0,0,0,0,0,0,0,0,0,"Molva dypterygia dypterygia","","Mediterranean","Fishbase","Hand-geocoded",""
1664,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia dypterygia","Norway","Norway","Fishbase","Exclusive economic zone",""
1665,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia dypterygia","Iceland","Southern Iceland","Fishbase","Hand-geocoded",""
1666,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia dypterygia","UK Scotland","Western Scotland","Fishbase","Hand-geocoded",""
1667,100,100,100,0,0,0,0,0,0,0,0,0,"Molva dypterygia","","Mediterranean","Fishbase","Hand-geocoded",""
1668,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia","","North Atlantic","Fishbase","Hand-geocoded",""
1669,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia","Norway","Norway","Fishbase","Exclusive economic zone",""
1670,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia","Iceland","Southern Iceland","Fishbase","Hand-geocoded",""
1671,0,0,0,100,100,0,0,0,0,0,0,0,"Molva dypterygia","UK Scotland","Western Scotland","Fishbase","Hand-geocoded",""
1672,0,0,100,100,100,100,100,0,0,0,0,0,"Molva molva",NA,"Mediterranean","Fishbase","Hand-geocoded",""
1673,0,0,100,100,100,100,100,0,0,0,0,0,"Molva molva",NA,"North Atlantic","Fishbase","Multiple EEZs by FAO region",""
1674,0,0,100,100,100,100,100,0,0,0,0,0,"Molva vulgaris",NA,"Mediterranean","Fishbase","Hand-geocoded",""
1675,0,0,100,100,100,100,100,0,0,0,0,0,"Molva vulgaris",NA,"North Atlantic","Fishbase","Multiple EEZs by FAO region",""
1676,0,0,0,0,0,0,100,0,0,0,0,0,"Monotaxis grandoculis","Micronesia","Pohnpei State (Jul-Aug 2016)","Fishbase","Hand-geocoded",""
1677,100,100,100,100,100,0,0,0,0,0,0,100,"Mora moro",NA,"Mediterranean","Fishbase","Hand-geocoded",""
1678,0,0,0,0,0,100,100,100,0,0,0,0,"Mugil cephalus","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
1679,0,0,100,100,100,100,100,0,0,0,0,0,"Mugil cephalus","Australia","east coast","Fishbase","Hand-geocoded",""
1680,0,0,0,0,0,0,100,100,100,100,0,0,"Mugil cephalus","","Europe","Fishbase","Multiple EEZs by FAO region",""
1681,0,0,0,0,0,0,100,100,100,100,100,0,"Mugil cephalus","France","France","Fishbase","Exclusive economic zone",""
1682,100,100,0,0,0,0,0,0,0,0,0,100,"Mugil cephalus","Hawaii","Hawaii","Fishbase","Hand-geocoded",""
1683,0,0,0,0,0,0,0,100,100,100,100,0,"Mugil cephalus","Spain","Minorca (Balearic Archipelago)","Fishbase","Hand-geocoded",""
1684,0,0,0,0,100,100,100,100,0,0,0,0,"Mugil cephalus","South Africa","Natal estuaries","Fishbase","Hand-geocoded",""
1685,100,100,0,0,0,0,0,0,0,100,100,100,"Mugil cephalus","USA","North Carolina to lower Florida","Fishbase","Hand-geocoded",""
1686,100,0,0,0,0,0,0,0,0,0,0,100,"Mugil cephalus","Taiwan","northeastern coasts (Nov 2005-Jan 2006)","Fishbase","Hand-geocoded",""
1687,0,0,0,0,100,100,100,100,100,0,0,0,"Mugil cephalus","Russia","Primorye","Fishbase","Hand-geocoded",""
1688,0,0,0,0,0,0,0,0,0,100,100,100,"Mugil cephalus","India","southwest Bay of Bengal","Fishbase","Hand-geocoded","No available suitability"
1689,100,100,0,0,0,0,0,0,0,100,100,100,"Mugil cephalus","Taiwan","southwestern Taiwan","Fishbase","Hand-geocoded",""
1690,100,100,0,0,0,0,0,0,0,0,100,100,"Mugil cephalus","Mexico","Tamiahua Lagoon, Veracruz (21°06'-22°06' N and 97°23'-97°46' W, April 1991-Mar 1992)","Fishbase","Hand-geocoded",""
1691,0,0,100,100,100,100,100,100,100,0,0,0,"Mugil cephalus","Australia","west coast","Fishbase","Hand-geocoded",""
1692,0,0,0,0,0,0,0,0,0,0,0,100,"Mugil cephalus","Taiwan","West coast","Fishbase","Hand-geocoded",""
1693,100,100,100,100,100,100,0,0,0,0,100,100,"Mugil ceylonensis","South Africa","Natal estuaries","Fishbase","Hand-geocoded",""
1694,0,0,0,100,100,100,100,100,100,100,100,100,"Mugil cinereus","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1695,100,100,100,100,100,100,100,100,100,100,100,100,"Mugil curema","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1696,100,0,0,0,0,100,100,100,0,0,100,100,"Mugil curema","Cuba","Cuban waters","Fishbase","Exclusive economic zone",""
1697,0,0,0,0,0,100,0,0,0,0,0,100,"Mugil curema","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
1698,0,0,0,0,100,100,100,100,100,100,0,0,"Mugil curema","Brazil","Pernambuco","Fishbase","Hand-geocoded",""
1699,0,0,100,100,100,100,100,100,100,100,0,0,"Mugil curema","Brazil","Sergipe (2009)","Fishbase","Hand-geocoded",""
1700,0,0,100,100,100,100,100,100,100,0,0,0,"Mugil curema","USA","Southern coasts","Fishbase","Hand-geocoded",""
1701,0,100,100,100,100,0,0,0,0,0,0,0,"Mugil curema","Mexico","Tamiahua Lagoon, Veracruz (21°06'-22°06' N and 97°23'-97°46' W, April 1991-Mar 1992)","Fishbase","Hand-geocoded",""
1702,0,0,0,100,100,100,0,0,0,0,0,0,"Mugil curvidens","Brazil","Alagoas (2003-2004)","Fishbase","Hand-geocoded",""
1703,100,100,100,100,0,0,0,0,0,0,0,0,"Mugil forsteri","Australia","east coast to South Australia","Fishbase","Hand-geocoded",""
1704,0,0,100,100,100,100,100,100,100,100,0,0,"Mugil forsteri","Australia","South Australia to Shark Bay, Western Australia","Fishbase","Hand-geocoded",""
1705,100,100,100,100,100,100,100,100,100,100,100,100,"Mugil hospes","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1706,100,100,100,0,0,0,0,0,0,0,0,0,"Mugil incilis","Brazil","Alagoas (2003-2004)","Fishbase","Hand-geocoded","No available suitability"
1707,100,100,100,0,0,0,0,0,0,100,100,100,"Mugil klunzingeri","Kuwait","Kuwait Bay, March 1998-February 1999","Fishbase","Hand-geocoded","No available suitability"
1708,0,100,100,0,0,0,0,0,0,0,0,0,"Mugil liza","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
1709,0,0,0,0,0,0,0,0,0,0,100,100,"Mugil liza","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1710,0,0,0,0,100,100,100,100,100,100,0,0,"Mugil liza","Brazil","Paraná","Fishbase","Hand-geocoded",""
1711,0,0,0,0,100,100,100,100,100,100,0,0,"Mugil liza","Brazil","Rio de Janeiro (2006-2007)","Fishbase","Hand-geocoded",""
1712,11,100,100,0,0,0,0,0,0,0,0,100,"Mugil obliquus","USA","Gulf of Mexico","Fishbase","ArcGIS geocoding",""
1713,100,100,100,0,0,0,0,0,0,0,0,100,"Mugil obliquus","USA","Off the coast of North Carolina","Fishbase","Hand-geocoded",""
1714,0,0,0,0,0,0,0,0,100,100,100,0,"Mugil octoradiatus","","Europe","Fishbase","Multiple EEZs by FAO region",""
1715,0,0,0,0,0,0,0,2,5,2,1,0,"Mugil octoradiatus","Greece","Klisova lagoon (1992-1994)","Fishbase","Hand-geocoded","No available suitability"
1716,100,100,100,100,100,100,100,100,100,100,100,100,"Mugil petrosus","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1717,100,0,0,0,0,100,100,100,0,0,100,100,"Mugil petrosus","Cuba","Cuban waters","Fishbase","Exclusive economic zone",""
1718,0,0,0,0,0,100,0,0,0,0,0,100,"Mugil petrosus","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mugil petrosus","Venezuela","La Restinga Lagoon, Margarita Island, 1992-93","Fishbase","Hand-geocoded","No available suitability"
1720,0,0,0,0,100,100,100,100,100,100,0,0,"Mugil petrosus","Brazil","Pernambuco","Fishbase","Hand-geocoded","No available suitability"
1721,0,0,100,100,100,100,100,100,100,100,0,0,"Mugil petrosus","Brazil","Sergipe (2009)","Fishbase","Hand-geocoded","No available suitability"
1722,0,0,100,100,100,100,100,100,100,0,0,0,"Mugil petrosus","USA","Southern coasts","Fishbase","Hand-geocoded",""
1723,0,100,100,100,100,0,0,0,0,0,0,0,"Mugil petrosus","Mexico","Tamiahua Lagoon, Veracruz (21°06'-22°06' N and 97°23'-97°46' W, April 1991-Mar 1992)","Fishbase","Hand-geocoded",""
1724,0,100,100,0,0,0,0,0,0,0,0,0,"Mugil platanus","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
1725,0,0,0,0,0,0,0,0,0,0,100,100,"Mugil platanus","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1726,0,0,0,0,100,100,100,100,100,100,0,0,"Mugil platanus","Brazil","Paraná","Fishbase","Hand-geocoded",""
1727,0,0,0,0,100,100,100,100,100,100,0,0,"Mugil platanus","Brazil","Rio de Janeiro (2006-2007)","Fishbase","Hand-geocoded",""
1728,0,0,0,0,0,100,100,100,0,0,0,0,"Mugil ramado","UK","British Isles","Fishbase","Hand-geocoded",""
1729,0,0,0,0,0,0,0,0,100,100,100,100,"Mugil ramado","","Europe","Fishbase","Multiple EEZs by FAO region",""
1730,100,100,0,0,0,0,0,0,100,100,100,100,"Mugil ramado","France","not specified","Fishbase","Exclusive economic zone",""
1731,0,0,0,0,0,100,0,0,0,0,0,0,"Mugil ruppellii","Marshall Is.","Enewetak Atoll","Fishbase","Hand-geocoded","No available suitability"
1732,0,0,0,0,0,100,100,100,0,0,0,0,"Mugil saliens","","Eastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
1733,0,0,100,100,100,0,0,0,100,100,100,100,"Mugil salmoneus","Indonesia","Central section","Fishbase","Hand-geocoded",""
1734,0,0,0,100,100,100,0,0,100,100,100,0,"Mugil salmoneus","India","Coromandel coast","Fishbase","Hand-geocoded",""
1735,0,0,100,100,100,0,0,0,100,100,100,100,"Mugil salmoneus","Indonesia","Eastern section","Fishbase","Hand-geocoded",""
1736,0,100,100,0,0,0,0,0,0,0,0,0,"Mugil salmoneus","Fiji","Fiji","Fishbase","Exclusive economic zone",""
1737,0,0,100,100,100,100,0,0,0,0,0,0,"Mugil salmoneus","India","Gulf of Manaar","Fishbase","Hand-geocoded","No available suitability"
1738,0,0,0,0,100,100,0,0,0,0,0,0,"Mugil salmoneus","India","Malabar coast","Fishbase","Hand-geocoded",""
1739,0,0,100,100,100,0,0,0,0,0,0,0,"Mugil salmoneus","Sri Lanka","Not stated","Fishbase","Exclusive economic zone",""
1740,0,0,100,100,100,100,0,0,0,100,100,0,"Mugil salmoneus","India","Palk Strait","Fishbase","Hand-geocoded",""
1741,0,0,0,100,100,100,100,100,0,0,0,0,"Mugil salmoneus","Philippines","Philippines","Fishbase","Exclusive economic zone",""
1742,0,0,0,100,100,100,100,100,0,0,0,0,"Mugil salmoneus","Taiwan","Taiwan","Fishbase","Exclusive economic zone",""
1743,0,0,100,100,100,100,100,100,100,100,100,100,"Mugil salmoneus","Thailand","Thailand","Fishbase","Exclusive economic zone",""
1744,0,0,0,0,100,100,100,100,100,100,100,0,"Mugil salmoneus","Viet Nam","Viet Nam","Fishbase","Exclusive economic zone",""
1745,0,0,100,100,100,100,0,100,100,0,0,0,"Mugil salmoneus","Indonesia","Western section","Fishbase","Hand-geocoded",""
1746,0,0,0,0,0,0,100,100,0,0,0,0,"Mugil septentrionalis","UK Engld Wal","Channel and Irish waters","Fishbase","Hand-geocoded",""
1747,0,100,100,100,0,0,0,0,0,0,0,0,"Mugil septentrionalis","","Mediterranean coasts","Fishbase","Multiple EEZs by FAO region",""
1748,0,100,100,100,100,100,0,0,0,0,0,0,"Mugil septentrionalis","France","not specified","Fishbase","Exclusive economic zone",""
1749,0,0,0,0,100,100,100,0,0,0,0,0,"Mugil soiuy","Turkey","Eastern Black Sea, 1995","Fishbase","Hand-geocoded","No available suitability"
1750,100,100,100,100,100,100,0,0,0,0,100,100,"Mugil strongylocephalus","South Africa","Natal estuaries","Fishbase","Hand-geocoded",""
1751,0,0,100,0,0,100,0,100,0,0,0,100,"Mugil strongylocephalus","Sri Lanka","west coast","Fishbase","Hand-geocoded",""
1752,100,100,100,100,100,100,100,100,100,100,100,100,"Mugil trichodon","Cuba","Cuba","Fishbase","Exclusive economic zone",""
1753,0,0,0,0,0,0,0,100,100,100,100,0,"Mugil tricuspidens","South Africa","Natal estuaries","Fishbase","Hand-geocoded",""
