"country","localities","which","west","south","east","north"
"Spain","Balearic Islands, December 2005-August 2008","green",-2.01565634699996,38.8581800000001,-1.72165634699996,39.1521800000001
"","Black Sea 1","red",34.7021,40.30331,35.2021,40.80331
"","Black Sea 1","green",15.0000000000001,23.0000000000001,55.0000000000001,63.0000000000001
"","Black Sea 2","red",-101.36209,43.16667,-100.86209,43.66667
"","Black Sea 2","green",15.0000000000001,23.0000000000001,55.0000000000001,63.0000000000001
"","Black Sea 3","red",NA,NA,NA,NA
"","Black Sea 3","green",NA,NA,NA,NA
"","Black Sea 4","red",NA,NA,NA,NA
"","Black Sea 4","green",15.0000000000001,23.0000000000001,55.0000000000001,63.0000000000001
"Algeria","coasts of Annaba","red",NA,NA,NA,NA
"Algeria","coasts of Annaba","green",7.60167000000003,36.735,7.93167000000003,37.065
"","Eastern Atlantic and western Mediterranean","red",NA,NA,NA,NA
"","Eastern Atlantic and western Mediterranean","green",-14.0234399999999,20.2459900000001,25.9765600000001,60.2459900000001
"Croatia","Eastern middle Adriatic Sea","red",NA,NA,NA,NA
"Croatia","Eastern middle Adriatic Sea","green",12.9046238340001,42.5876795850001,17.9666238340001,47.6496795850001
"Algeria","Gulf of Annaba","red",NA,NA,NA,NA
"Algeria","Gulf of Annaba","green",7.60167000000003,36.735,7.93167000000003,37.065
"France","Gulf of Lions & Gulf of Roses-Cape Creus","red",NA,NA,NA,NA
"France","Gulf of Lions & Gulf of Roses-Cape Creus","green",-0.684099999999953,43.31059,-0.414099999999953,43.58059
"Turkey","Izmir Bay","red",26.66667,38.51667,27.16667,39.01667
"Turkey","Izmir Bay","green",6.81056000000007,18.95,46.8105600000001,58.95
"Tunisia","Kerkennah Island","red",NA,NA,NA,NA
"Tunisia","Kerkennah Island","green",1.23333000000002,24.73333,21.23333,44.73333
"Turkey","Marmara Sea","red",28.79164,40.72743,29.29164,41.22743
"Turkey","Marmara Sea","green",27.31145,40.34275,27.80145,40.83275
"","Northern Adriatic","red",-72.06035,41.99926,-71.56035,42.49926
"","Northern Adriatic","green",-96.84131,33.0628,-96.57131,33.3328
"Canary Is.","off Gran Canaria","red",NA,NA,NA,NA
"Canary Is.","off Gran Canaria","green",-15.53659,27.7818900000001,-15.23659,28.0818900000001
"Turkey","Urla Harbor","red",33.24766,41.75279,33.74766,42.25279
"Turkey","Urla Harbor","green",26.54348,38.10301,26.99148,38.55101
"Brazil","Cabo Frio, Rio de Janeiro (2001-2002)","red",NA,NA,NA,NA
"Brazil","Cabo Frio, Rio de Janeiro (2001-2002)","green",-42.19021,-23.0460199999999,-41.85421,-22.7100199999999
"NA","eastern Atlantic and Mediterranean Sea","red",NA,NA,NA,NA
"NA","eastern Atlantic and Mediterranean Sea","green",19.64795,39.4810800000001,19.90795,39.7410800000001
"South Africa","along the south coast of South Africa","red",NA,NA,NA,NA
"South Africa","along the south coast of South Africa","green",18.222,-31.4445999999999,18.492,-31.1745999999999
"NA","Villafranca Bay","red",NA,NA,NA,NA
"NA","Villafranca Bay","green",13.7427700000001,40.6171100000001,14.0027700000001,40.8771100000001
"India","Chilka Lake","red",85.08656,19.48078,85.58656,19.98078
"India","Chilka Lake","green",85.0821700000001,19.6137600000001,85.3421700000001,19.8737600000001
"United Arab Em.","off Abu Dhabi, 2008-2009","red",NA,NA,NA,NA
"United Arab Em.","off Abu Dhabi, 2008-2009","green",54.4759693375019,24.0691352604614,54.7279693375018,24.3211352604614
"Canary Is.","Gran Canaria Island, 2000-2001","red",NA,NA,NA,NA
"Canary Is.","Gran Canaria Island, 2000-2001","green",-18.207717319,26.6395301480001,-14.905717319,29.9415301480001
"Portugal","Algarve, 37°N","red",NA,NA,NA,NA
"Portugal","Algarve, 37°N","green",-8.44999999999994,36.9666700000001,-8.04999999999994,37.3666700000001
"Spain","Asturias, 43°N","red",NA,NA,NA,NA
"Spain","Asturias, 43°N","green",-6.85613545499996,42.429087769,-5.13013545499996,44.155087769
"South Africa","Eastern Cape","red",22.7357400010001,-34.2138600009999,30.194719971,-30.00179997
"South Africa","Eastern Cape","green",23.5285670030001,-35.073586743,29.3665670030001,-29.235586743
"Azores Is.","Faial Island (Aug 1997- July 1999), Corvo and Santa Maria islands (each summer 1997-1999)","red",NA,NA,NA,NA
"Azores Is.","Faial Island (Aug 1997- July 1999), Corvo and Santa Maria islands (each summer 1997-1999)","green",-25.325023717,36.746540173,-24.873023717,37.198540173
"Kuwait","Kuwait Bay, 29°N","red",NA,NA,NA,NA
"Kuwait","Kuwait Bay, 29°N","green",27.9255600000001,9.43194000000005,67.9255600000001,49.4319400000001
"South Africa","KwaZulu-Natal, 30°S","red",NA,NA,NA,NA
"South Africa","KwaZulu-Natal, 30°S","green",28.644968587,-30.806412285,32.794968587,-26.656412285
"Portugal","Lisbon, 38°N","red",NA,NA,NA,NA
"Portugal","Lisbon, 38°N","green",-9.32849100000001,38.804922,-9.07649100000001,39.056922
"South Africa","Southeast Cape, 34°S","red",NA,NA,NA,NA
"South Africa","Southeast Cape, 34°S","green",18.34078,-34.04151,18.60078,-33.78151
"","western Mediterranean","red",29.263704221004,35.8154300000002,37.7492790220001,38.5784072880003
"","western Mediterranean","green",-14.0234399999999,20.2459900000001,25.9765600000001,60.2459900000001
"NA","eastern Atlantic","red",-83.52217,35.2285,-83.02217,35.7285
"NA","eastern Atlantic","green",-74.5885699999999,39.2199400000001,-74.32857,39.4799400000001
"Turkey","Çanakkale Strait","red",26.2084,39.96407,26.7084,40.46407
"Turkey","Çanakkale Strait","green",11.73333,25.4166700000001,41.73333,55.4166700000001
"Algeria","Off Algeria","red",NA,NA,NA,NA
"Algeria","Off Algeria","green",-7.02303406699994,18.4411137690001,12.3829659330001,37.8471137690001
"S. Georg. Sandw.","Burdwood Bank","red",NA,NA,NA,NA
"S. Georg. Sandw.","Burdwood Bank","green",172.538242388357,-43.6363977570876,172.790242388357,-43.3843977570876
"Antarctica","Ross Sea","red",158.025356248724,-85.3619056465679,-146.945036291478,-71.2201717939174
"Antarctica","Ross Sea","green",-179.9,-84.9,-162.55,-62.5499999999999
"India","Chilka Lake, east coast of India","red",NA,NA,NA,NA
"India","Chilka Lake, east coast of India","green",77.1188050910001,28.455788266,77.4688050910001,28.805788266
"India","West coast (Mangalore area)","red",NA,NA,NA,NA
"India","West coast (Mangalore area)","green",77.5710300000001,12.8273300000001,77.8310300000001,13.0873300000001
"USA","Lake Erie","red",-83.499114832,41.3808481230001,-78.853256265,42.9068981280001
"USA","Lake Erie","green",-85.1324099999999,29.36733,-83.1324099999999,31.36733
"USA","USA","red",-109.454879262,-56.5377657939999,-28.8360947061847,13.394789727
"USA","USA","green",-146.08761919,-7.27429684399993,-52.7416191899999,84.9
"NA","Indian waters","red",-86.07609,40.15337,-85.57609,40.65337
"NA","Indian waters","green",-98.4220612066709,34.2288726559235,-98.1700612066709,34.4808726559235
"Brazil","Pernambuco, 1999-2003","red",NA,NA,NA,NA
"Brazil","Pernambuco, 1999-2003","green",-36.0863331480271,-8.39042014728345,-35.8343331480271,-8.13842014728345
"Antarctica","Southern Ocean","red",40.3291452968384,-50.020264,77.598808,-15.8845995497713
"Antarctica","Southern Ocean","green",-76.96667,-74.7,-75.96667,-73.7
"","Gulf of Sakhalin","red",141.25,53.5,141.75,54
"","Gulf of Sakhalin","green",123.2849,31.5807600000001,163.2849,71.5807600000001
"","Gulf of Terpenie","red",NA,NA,NA,NA
"","Gulf of Terpenie","green",71.1127900000001,54.11568,71.3827900000001,54.38568
"","Tartar Strait","red",NA,NA,NA,NA
"","Tartar Strait","green",126,35.0000000000001,156,65.0000000000001
"Canada","Tuktoyaktuk Harbour, Northwest Territories","red",-133.2222,69.18324,-132.7222,69.68324
"Canada","Tuktoyaktuk Harbour, Northwest Territories","green",-133.19615,69.2863300000001,-132.87415,69.6083300000001
"Russia","Arctic Ocean","red",NA,NA,NA,NA
"Russia","Arctic Ocean","green",49.51628,52.93221,49.78628,53.20221
"Malaysia","Malacca coastal waters of Peninsular Malaysia","red",NA,NA,NA,NA
"Malaysia","Malacca coastal waters of Peninsular Malaysia","green",101.87,3.87000000000006,102.13,4.13000000000006
"Papua New Guinea","Off south Papua","red",NA,NA,NA,NA
"Papua New Guinea","Off south Papua","green",138.497800898,-13.231589907,152.009800898,0.280410093000029
"Australia","Townsville","red",146.51528,-19.5025,147.01528,-19.0025
"Australia","Townsville","green",146.35738,-19.7211199999999,147.28538,-18.7931199999999
"Panama","Gatun Locks","red",-80.17333,9.02056,-79.67333,9.52056
"Panama","Gatun Locks","green",-80.05175,9.14354000000002,-79.79175,9.40354000000003
"USA","off Florida","red",-81.77981,30.13857,-81.27981,30.63857
"USA","off Florida","green",-85.2146487899999,25.0400448950001,-78.1626487899999,32.0920448950001
"Canada","Canada","red",-141,41.67598,-52.636291,83.110626
"Canada","Canada","green",-134.35958,39.3916700000001,-92.92558,80.8256700000001
"USA","Cape Sable to Block Island","red",NA,NA,NA,NA
"USA","Cape Sable to Block Island","green",-71.69281,41.03745,-71.42281,41.30745
"USA","Gulf of Maine; Massachusetts","red",NA,NA,NA,NA
"USA","Gulf of Maine; Massachusetts","green",-70.4389921994401,43.4918264607534,-70.18699219944,43.7438264607533
"Ireland","Western coast","red",115.4908,-32.78722,115.9908,-32.28722
"Ireland","Western coast","green",-8.60419999999994,51.7684600000001,-8.34419999999994,52.0284600000001
"Philippines","Manila Bay (Nov 1956-Sept 1958)","red",NA,NA,NA,NA
"Philippines","Manila Bay (Nov 1956-Sept 1958)","green",123.16206,7.99020000000006,123.43206,8.26020000000006
"Russia","Aniva Bay (Sea of Okhotsk)","red",NA,NA,NA,NA
"Russia","Aniva Bay (Sea of Okhotsk)","green",143.07475,59.1972000000001,143.40675,59.5292000000001
"South Africa","Between Lambert's Bay and St. Sebastian Bay","red",NA,NA,NA,NA
"South Africa","Between Lambert's Bay and St. Sebastian Bay","green",0.916670000000067,-54.4,40.9166700000001,-14.4
"Namibia","Off Namibia","red",NA,NA,NA,NA
"Namibia","Off Namibia","green",10.839498984,-28.520976122,23.6034989840001,-15.756976122
"Taiwan","Off northern Taiwan Island","red",NA,NA,NA,NA
"Taiwan","Off northern Taiwan Island","green",111,13.5000000000001,131,33.5000000000001
"Russia","Peter the Great Bay (Sea of Japan)","red",NA,NA,NA,NA
"Russia","Peter the Great Bay (Sea of Japan)","green",112.60415,22.7738600000001,152.60415,62.7738600000001
"Canada","Esteban Deep, British Columbia","red",NA,NA,NA,NA
"Canada","Esteban Deep, British Columbia","green",-122.341810506652,48.930515676956,-122.089810506652,49.182515676956
"","West coast of USA and Canada","red",NA,NA,NA,NA
"","West coast of USA and Canada","green",-125.6833,48.8143200000001,-125.4233,49.0743200000001
"NA","Southeastern Mediterranean","red",NA,NA,NA,NA
"NA","Southeastern Mediterranean","green",2.36816000000005,14.88593,42.36816,54.88593
"Hong Kong","not specified","red",NA,NA,NA,NA
"Hong Kong","not specified","green",113.680385987,21.9129583230001,114.558385987,22.7909583230001
"South Africa","Kwazulu-Natal","red",28.873479941,-31.0826299409999,32.944984945,-26.8044300619999
"South Africa","Kwazulu-Natal","green",28.644968587,-30.806412285,32.794968587,-26.656412285
"Australia","31-32° on the lower west coast","red",NA,NA,NA,NA
"Australia","31-32° on the lower west coast","green",144.43374,-41.9963699999999,145.60574,-40.8243699999999
"Australia","GBR Marine Park","red",NA,NA,NA,NA
"Australia","GBR Marine Park","green",151.20235,-33.77434,151.46435,-33.51234
"Puerto Rico","La Parguera","red",NA,NA,NA,NA
"Puerto Rico","La Parguera","green",-67.17657,17.84497,-66.91657,18.10497
"Puerto Rico","Off southwestern coast","red",NA,NA,NA,NA
"Puerto Rico","Off southwestern coast","green",-67.308953431,17.3826064980001,-65.628953431,19.0626064980001
"Jamaica","Offshore banks","red",NA,NA,NA,NA
"Jamaica","Offshore banks","green",-77.43966,17.7127,-77.16966,17.9827
"Bermuda","St. Croix","red",NA,NA,NA,NA
"Bermuda","St. Croix","green",-92.32514145,45.5901840840001,-91.97114145,45.9441840840001
"Virgin Is. (US)","Virgin Islands","red",NA,NA,NA,NA
"Virgin Is. (US)","Virgin Islands","green",-65.5535099999999,16.957283,-63.9975099999999,18.513283
"USA","Eastern Gulf of Mexico","red",NA,NA,NA,NA
"USA","Eastern Gulf of Mexico","green",-109.93674,9.18690000000004,-69.93674,49.1869
"Spain","Balearic Islands (1998-2004)","red",NA,NA,NA,NA
"Spain","Balearic Islands (1998-2004)","green",1.75663516600003,38.4182147770001,4.06863516600003,40.7302147770001
"Algeria","Eastern Algerian coast (1993-1994)","red",NA,NA,NA,NA
"Algeria","Eastern Algerian coast (1993-1994)","green",18.9226600000001,-32.5081,19.1926600000001,-32.2381
"Italy","Pelagie Islands (1994-1996)","red",NA,NA,NA,NA
"Italy","Pelagie Islands (1994-1996)","green",-2.33332999999993,20.6666700000001,27.6666700000001,50.6666700000001
"Brazil","Santa Catarina Island, 1998-2000","red",NA,NA,NA,NA
"Brazil","Santa Catarina Island, 1998-2000","green",-48.7676394233777,-27.109056884068,-48.5156394233777,-26.857056884068
"USA","eastern Gulf of Mexico (Panama City to Key West, 1992-2001)","red",NA,NA,NA,NA
"USA","eastern Gulf of Mexico (Panama City to Key West, 1992-2001)","green",-93.38917,18.19417,-93.11917,18.46417
"Mexico","southern Gulf of Mexico","red",NA,NA,NA,NA
"Mexico","southern Gulf of Mexico","green",-92.03211,39.0234973987272,-91.78011,39.2754973987272
"USA","off South Carolina upper continental slope (176-232 m depths)","red",NA,NA,NA,NA
"USA","off South Carolina upper continental slope (176-232 m depths)","green",-82.9150783898607,34.9574593774626,-82.6630783898607,35.2094593774626
"Juan Fernández","Around Juan Fernandez Archipelago.","red",NA,NA,NA,NA
"Juan Fernández","Around Juan Fernandez Archipelago.","green",-79.4055,-34.20434,-78.2655,-33.06434
"India","North Andhra Region (17°01'N-19°22'N; 83°23'E-85°14'E), Sept 2009-Oct 2011","red",NA,NA,NA,NA
"India","North Andhra Region (17°01'N-19°22'N; 83°23'E-85°14'E), Sept 2009-Oct 2011","green",77.043435,28.5129642510001,77.395435,28.8649642510001
"Australia","Ningaloo Reef, Western Australia","red",113.65934,-22.2494,114.15934,-21.7494
"Australia","Ningaloo Reef, Western Australia","green",115.592005782072,-31.813929,115.844005782072,-31.561929
"","Caribbean","red",-109.454879262,-56.5377657939999,-28.8360947061847,13.394789727
"","Caribbean","green",-74.26874,4.46495000000004,-74.00874,4.72495000000004
"Cayman Is.","Eastern ends of the Cayman Islands","red",NA,NA,NA,NA
"Cayman Is.","Eastern ends of the Cayman Islands","green",-95.66667,4.50000000000006,-65.66667,34.5000000000001
"Cayman Is.","Grand Cayman, 1988-89","red",NA,NA,NA,NA
"Cayman Is.","Grand Cayman, 1988-89","green",-81.48424417723,19.1522655321439,-81.2322441772299,19.4042655321439
"Bahamas","not specified","red",NA,NA,NA,NA
"Bahamas","not specified","green",-80.8832199999999,21.5288200000001,-73.8592199999999,28.5528200000001
"Bahamas","Off Long Island","red",NA,NA,NA,NA
"Bahamas","Off Long Island","green",-75.427005,22.7724996,-74.747005,23.4524996
"Japan","Honshu Isl.","red",130.860387665,33.433015,142.072480947,41.546808721
"Japan","Honshu Isl.","green",128,26.0000000000001,148,46.0000000000001
"St Lucia","Saint Lucia","red",-61.2049573015975,13.5822692224982,-60.7482306422271,14.235317287646
"St Lucia","Saint Lucia","green",14.0122200000001,35.83806,14.4222200000001,36.24806
"Ghana","Cape Coast","red",-1.48787061757313,4.97176957894758,-1.08625114618596,5.37965700591996
"Ghana","Cape Coast","green",-1.46512999999993,4.92054000000007,-1.06112999999993,5.32454000000007
"Senegal","Casamance","red",-15.75,12.5,-15.25,13
"Senegal","Casamance","green",-15.6299999999999,12.6200000000001,-15.3699999999999,12.8800000000001
"Cote d'Ivoire","Côte d'Ivoire","red",-8.60205899999994,4.36035248000007,-2.49303099999997,10.740015
"Cote d'Ivoire","Côte d'Ivoire","green",-8.67772858799993,4.50618254100003,-2.43172858799993,10.752182541
"Gambia","Gambia River","red",-14.5477771759033,13.2305545806885,-13.7986125946045,13.5830545425415
"Gambia","Gambia River","green",-20.5666699999999,9.46667000000002,-12.5666699999999,17.46667
"Nigeria","Nigeria","red",2.66356099900003,4.27058531900002,14.677982,13.8856450000001
"Nigeria","Nigeria","green",2.70077782800008,4.18769688200007,13.5127778280001,14.9996968820001
"Senegal","Not specified.","red",NA,NA,NA,NA
"Senegal","Not specified.","green",-17.101259561,11.7210325680001,-11.817259561,17.0050325680001
"Gambia","river","red",-14.5477771759033,13.2305545806885,-13.7986125946045,13.5830545425415
"Gambia","river","green",-20.5666699999999,9.46667000000002,-12.5666699999999,17.46667
"Senegal","Senegal River","red",-16.5486145019531,15.6378404764568,-13.6977787017822,16.6930541992188
"Senegal","Senegal River","green",-17.54041,13.57829,-11.54041,19.57829
"Sierra Leone","Sierra Leone","red",-13.302128077,6.92343700100002,-10.2716829999999,9.99997300000007
"Sierra Leone","Sierra Leone","green",-13.316031779,7.03403777100004,-10.268031779,10.082037771
"Peru","Peru","red",-81.3281953622301,-18.3509277356587,-68.6522791042853,-0.0386059686681167
"Peru","Peru","green",-83.7469999999999,-17.7469999999999,-68.2529999999999,-2.25299999999994
"New Zealand","upper insular slopes","red",NA,NA,NA,NA
"New Zealand","upper insular slopes","green",164.4834325,-50.147233564,179.9,-34.427233564
"Philippines","Philippine Islands","red",114.277892253125,4.58729449674365,126.604974021823,21.1218854788318
"Philippines","Philippine Islands","green",107,-1.99999999999994,137,28.0000000000001
"NA","Western Atlantic continental slopes","red",NA,NA,NA,NA
"NA","Western Atlantic continental slopes","green",-74.56607,39.2264900000001,-74.30607,39.4864900000001
"NA","off Hainan Island, China","red",NA,NA,NA,NA
"NA","off Hainan Island, China","green",99.5000000000001,9.00000000000006,119.5,29.0000000000001
"NA","off Argentina","red",NA,NA,NA,NA
"NA","off Argentina","green",-86.330542108,-56.754758184,-43.812542108,-14.236758184
"NA","Straits of Magellan","red",NA,NA,NA,NA
"NA","Straits of Magellan","green",-85.9999999999999,-68.9999999999999,-55.9999999999999,-38.9999999999999
"NA","central South Atlantic","red",-84.26241,33.70788,-83.76241,34.20788
"NA","central South Atlantic","green",-75.0735459363658,39.4036560458247,-74.8215459363658,39.6556560458247
"NA","southeastern Indian Ocean","red",NA,NA,NA,NA
"NA","southeastern Indian Ocean","green",-86.4791865,43.563051,-86.2271865,43.815051
"NA","off Natal, South Africa","red",NA,NA,NA,NA
"NA","off Natal, South Africa","green",27.8960000000001,-31.1039999999999,32.1040000000001,-26.8959999999999
"NA","Global","red",-112.43397,33.37368,-111.93397,33.87368
"NA","Global","green",30.6171800000001,-25.24499,30.8871800000001,-24.97499
"NA","insular slopes of the Hawaiian Islands","red",NA,NA,NA,NA
"NA","insular slopes of the Hawaiian Islands","green",-166.50028,10.75028,-146.50028,30.75028
"Mexico","Campeche Sound","red",-94.25,19.75,-93.75,20.25
"Mexico","Campeche Sound","green",-114,5.6843418860808e-14,-73.9999999999999,40.0000000000001
"USA","South Carolina","red",-84.321821,33.841205,-75.459952,36.588137
"USA","South Carolina","green",-82.892752347,31.9048634090001,-78.894752347,35.9028634090001
"Mexico","Celestún, Yucatán, 1986-87","red",NA,NA,NA,NA
"Mexico","Celestún, Yucatán, 1986-87","green",-90.56413,20.6954300000001,-90.23413,21.0254300000001
"Brazil","Paraná, 1998-1999","red",NA,NA,NA,NA
"Brazil","Paraná, 1998-1999","green",-60.639777711522,-31.8558924458296,-60.387777711522,-31.6038924458296
"India","Sassoon Dock, Maharashtra (1996-2000)","red",NA,NA,NA,NA
"India","Sassoon Dock, Maharashtra (1996-2000)","green",72.6917900000001,18.7795500000001,72.9617900000001,19.0495500000001
"Seychelles","Seychelles","red",NA,NA,NA,NA
"Seychelles","Seychelles","green",51.321262116,-8.82465226399994,59.613262116,-0.532652263999936
"Angola","Angola","red",11.679219,-18.042076,24.082119,-4.376826
"Angola","Angola","green",11.016335193,-18.822655626,24.074335193,-5.76465562599997
"Congo","Congo","red",11.1520760600001,-5.04072158799994,18.65042119,3.70779100000004
"Congo","Congo","green",11.1892943760001,-4.86776515799995,19.2812943760001,3.22423484200005
"","Eastern and western Atlantic","red",NA,NA,NA,NA
"","Eastern and western Atlantic","green",151.05395,-34.0131299999999,151.31395,-33.7531299999999
"","Gulf of Guinea","red",143.024795532227,-8.58470821380615,146.671295166016,-6.67673110961914
"","Gulf of Guinea","green",-17.4999999999999,-17.9999999999999,22.5000000000001,22.0000000000001
"Sao Tome Princ.","Sao Tome and Principe","red",NA,NA,NA,NA
"Sao Tome Princ.","Sao Tome and Principe","green",6.58418000000005,0.192730000000031,6.87818000000005,0.486730000000031
"USA","Mouth of the Gulf of California","red",NA,NA,NA,NA
"USA","Mouth of the Gulf of California","green",-119.30764,35.0450900000001,-119.03764,35.3150900000001
"Mexico","Off western Baja California","red",NA,NA,NA,NA
"Mexico","Off western Baja California","green",-117.696482771,27.9551870940001,-112.500482771,33.1511870940001
"USA","Massachusetts","red",-73.50821,41.239045,-69.927977,42.886778
"USA","Massachusetts","green",-73.052185,41.0246703240001,-70.3841849999999,43.6926703240001
"USA","New York","red",-74.16327,40.50766,-73.66327,41.00766
"USA","New York","green",-74.2571399999999,40.46455,-73.7571399999999,40.96455
"Alaska","eastern Bering Sea","red",NA,NA,NA,NA
"Alaska","eastern Bering Sea","green",-179.9,41.0202800000001,-145.53972,77.2602800000001
"Alaska","Gulf of Alaska along the continental slope of Alaska Peninsula","red",NA,NA,NA,NA
"Alaska","Gulf of Alaska along the continental slope of Alaska Peninsula","green",9.59113993100007,0.692578298000024,11.3391399310001,2.44057829800002
"Japan","Hokkaido","red",139.333960169,41.351645559,148.894403191,45.557243414
"Japan","Hokkaido","green",133,34.0000000000001,153,54.0000000000001
"Japan","Mutsu Bay (northernmost Honshu)","red",NA,NA,NA,NA
"Japan","Mutsu Bay (northernmost Honshu)","green",140.782693623,41.4164788140001,141.042693623,41.6764788140001
"Korea (South)","Republic of Korea","red",124.609708786479,33.1137120723136,131.872205583533,38.5933891092225
"Korea (South)","Republic of Korea","green",124.614395933,33.164270963,130.998395933,39.548270963
"Greenland","to be filled","red",NA,NA,NA,NA
"Greenland","to be filled","green",-53.2706093779999,62.802116332,-29.4206093779999,84.9
"Greenland","Wemindji, eastern James Bay (1987-1988)","red",NA,NA,NA,NA
"Greenland","Wemindji, eastern James Bay (1987-1988)","green",7.23282500000002,46.033702259,7.53282500000003,46.333702259
"","Western Pacific: around Commander Island and coast of Siberia","red",NA,NA,NA,NA
"","Western Pacific: around Commander Island and coast of Siberia","green",-67.0016699999999,-24.035,-66.7316699999999,-23.765
"Denmark","Baltic Sea, Bornholm Basin","red",NA,NA,NA,NA
"Denmark","Baltic Sea, Bornholm Basin","green",14.5006100000001,54.90225,14.8946100000001,55.29625
"Germany","Baltic, ICES SD 22 + 24, Belt Sea and Kiel Bay","red",NA,NA,NA,NA
"Germany","Baltic, ICES SD 22 + 24, Belt Sea and Kiel Bay","green",-96.8699,43.6241900000001,-96.5959,43.8981900000001
"Poland","Baltic, ICES SD 25-32, Gdansk deep and Gotland Basin","red",NA,NA,NA,NA
"Poland","Baltic, ICES SD 25-32, Gdansk deep and Gotland Basin","green",18.47819,54.1801400000001,18.82419,54.5261400000001
"","Barents Sea","red",16.2654438018799,66.8113632202148,68.5956649780273,81.8417205810547
"","Barents Sea","green",20.5500000000001,58.5500000000001,51.4500000000001,84.9
"Denmark","Bornholm Basin (1994)","red",NA,NA,NA,NA
"Denmark","Bornholm Basin (1994)","green",14.5006100000001,54.90225,14.8946100000001,55.29625
"Denmark","Bornholm Basin, 1987-96","red",NA,NA,NA,NA
"Denmark","Bornholm Basin, 1987-96","green",14.5006100000001,54.90225,14.8946100000001,55.29625
"Denmark","Bornholm Basin, 1995-97","red",NA,NA,NA,NA
"Denmark","Bornholm Basin, 1995-97","green",14.5006100000001,54.90225,14.8946100000001,55.29625
"Denmark","Bornholm Deep","red",NA,NA,NA,NA
"Denmark","Bornholm Deep","green",14.5006100000001,54.90225,14.8946100000001,55.29625
"Iceland","Coastal area","red",NA,NA,NA,NA
"Iceland","Coastal area","green",-22.160382346,61.408956859,-15.004382346,68.564956859
"Poland","Gdanks Deep","red",NA,NA,NA,NA
"Poland","Gdanks Deep","green",18.47819,54.1801400000001,18.82419,54.5261400000001
"Germany","German Bight (North Sea)","red",NA,NA,NA,NA
"Germany","German Bight (North Sea)","green",6.26200000000006,47.2620000000001,14.7380000000001,55.7380000000001
"UK","Irish Sea","red",-6.51452779769897,51.905834197998,-2.74416661262512,55.0272216796875
"UK","Irish Sea","green",-24.9999999999999,33.6666700000001,15.0000000000001,73.6666700000001
"Germany","Kiel Bay, 1992-96","red",NA,NA,NA,NA
"Germany","Kiel Bay, 1992-96","green",9.91524000000002,54.10625,10.34924,54.54025
"Norway","Lofoten","red",12.54496,67.95483,13.04496,68.45483
"Norway","Lofoten","green",-1.13638999999995,53.4711100000001,28.8636100000001,83.4711100000001
"Norway","Møre","red",5.26380210953414,61.923343798346,9.36483147045844,63.5342216460241
"Norway","Møre","green",9.70977000000004,58.9126,9.97977000000004,59.1826
"Canada","Newfoundland","red",-67.8216852879999,46.6110929450001,-52.6194085039999,60.377744013
"Canada","Newfoundland","green",-67.688553074,45.5640324130001,-53.120553074,60.1320324130001
"Norway","Norwegian coast (Lofoten Islands)","red",NA,NA,NA,NA
"Norway","Norwegian coast (Lofoten Islands)","green",10.9779,63.3607600000001,11.2479,63.6307600000001
"Norway","off Lofoten","red",NA,NA,NA,NA
"Norway","off Lofoten","green",-1.13638999999995,53.4711100000001,28.8636100000001,83.4711100000001
"Canada","Southwestern Gulf of St. Lawrence","red",NA,NA,NA,NA
"Canada","Southwestern Gulf of St. Lawrence","green",-61.751048548,49.637962195,-58.341048548,53.047962195
"Canada","The Shinneys, Gilbert Bay, Labrador (1998-2001)","red",NA,NA,NA,NA
"Canada","The Shinneys, Gilbert Bay, Labrador (1998-2001)","green",-80.04333,43.0945300000001,-79.77333,43.3645300000001
"Norway","Vesterålen","red",14.7558482150469,68.324638603178,15.0319187107717,68.5837698962591
"Norway","Vesterålen","green",-0.0608299999999531,53.7538900000001,29.93917,83.7538900000001
"Greenland","West Greenland","red",-58.1547164916992,59.7902755737305,-43.0866622924805,78
"Greenland","West Greenland","green",-79.30373,39.0579400000001,-79.03373,39.3279400000001
"Germany","Western Baltic","red",10.88999,53.77837,11.38999,54.27837
"Germany","Western Baltic","green",8.98211000000003,52.7378600000001,9.25211000000002,53.0078600000001
"","Western Baltic: Danish Straits and Arkona Basin","red",NA,NA,NA,NA
"","Western Baltic: Danish Straits and Arkona Basin","green",85.46783,24.8897000000001,85.73783,25.1597000000001
"Denmark","Western Baltic: Little Belt Sea, Great Belt Sea, southern Kattegat","red",NA,NA,NA,NA
"Denmark","Western Baltic: Little Belt Sea, Great Belt Sea, southern Kattegat","green",124.67163,1.28766000000006,124.94163,1.55766000000006
"Germany","Western Baltic: Mecklenburg Bay and Kiel Bay","red",NA,NA,NA,NA
"Germany","Western Baltic: Mecklenburg Bay and Kiel Bay","green",12.39855,47.65992,12.66855,47.92992
"Italy","off Capo di Monte Santu, Sardinia, 2007 (March)","red",NA,NA,NA,NA
"Italy","off Capo di Monte Santu, Sardinia, 2007 (March)","green",7.73333000000002,38.08333,11.73333,42.08333
"NA","Northeast Atlantic","red",-75.8163,41.27341,-75.3163,41.77341
"NA","Northeast Atlantic","green",-75.0621025676402,39.4001695860433,-74.8101025676402,39.6521695860433
"","Mediterranean and Black Sea","red",NA,NA,NA,NA
"","Mediterranean and Black Sea","green",5.6843418860808e-14,15.0000000000001,40.0000000000001,55.0000000000001
"UK","off British Isles","red",NA,NA,NA,NA
