SpawningID,CountryName,Family,Genus,Species,CommonName,SpawningType,AggregationType,DirectSpawningEvidence,IndirectSpawningEvidence,CurrentStatus,LunarPhase,SpawningMonths,HabitatType,Management,Gear,Source
399,Malaysia,Serranidae,Epinephelus,ongus,"White-streaked grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,,"December ",Other,None,Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
401,Malaysia,Serranidae,Plectropomus,oligacanthus,"Highfin coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
","March ","Low relief living reef; Fringing reef; Fore reef",None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
410,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
","March ","Low relief living reef; Fringing reef; Fore reef",None,"Hook and Line
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
418,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
First quarter
","April May ","Reef promontory (point); Low relief living reef",None,"Hook and Line
Destructive (blast or dynamite)
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
419,Malaysia,Siganidae,Siganus,guttatus,"Orange-spotted spinefoot",Unknown,Resident,"Spawning observation","High seasonal landings
Significant increase in numbers observed (eg > 3x)",Unknown,"Full moon
","January December ","Low relief living reef; Other; Sand",None,Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
427,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,"Full moon
","April August September ","Other; Low relief living reef",None,Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
428,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
","March ","Fore reef; Fringing reef; Low relief living reef",None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
430,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,"First quarter
",,"Low relief living reef; Other",None,Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
389,Malaysia,Serranidae,Epinephelus,polyphekadion,"Camouflage grouper",Unknown,Unknown,,"High seasonal landings",Decreasing,"New moon
","February ","Reef promontory (point); Low relief living reef",Unknown,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
394,Malaysia,Serranidae,Epinephelus,ongus,"White-streaked grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Colour changes associated with spawning",Decreasing,"First quarter
Full moon
Third quarter
","March April ","Low relief living reef; Other",None,"Hook and Line
Destructive (blast or dynamite)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
400,Malaysia,Serranidae,Plectropomus,oligacanthus,"Highfin coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Decreasing,,"July August ",Other,None,Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
403,Malaysia,Serranidae,Plectropomus,oligacanthus,"Highfin coralgrouper",Unknown,Unknown,Unspecified,"Courtship
High seasonal landings
Multiple gravid females",Decreasing,"Full moon
","April August September ","Low relief living reef; Fore reef; Rocky reef",None,"Hook and Line
Trap
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
404,Malaysia,Serranidae,Plectropomus,oligacanthus,"Highfin coralgrouper",Unknown,Unknown,,"High seasonal landings",Decreasing,"New moon
","February ","Low relief living reef; Reef promontory (point)",Unknown,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
409,Malaysia,Serranidae,Plectropomus,maculatus,"Spotted coralgrouper",Unknown,Unknown,Unspecified,"Courtship
High seasonal landings
Multiple gravid females",Decreasing,"Full moon
","April August September ","Rocky reef; Low relief living reef; Fore reef",None,"Hook and Line
Trap
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
411,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Decreasing,"New moon
","March May June ",Other,None,"Trap
Spear
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
412,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Decreasing,"New moon
Full moon
","March April May June July August September ","Fore reef; Fringing reef; Rocky reef; Low relief living reef",None,"Hook and Line
Trap
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
391,Malaysia,Serranidae,Epinephelus,ongus,"White-streaked grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Significant increase in numbers observed (eg > 3x)",Decreasing,"First quarter
Full moon
Third quarter
","January March April December ","Low relief living reef; Reef promontory (point)",None,"Hook and Line
Trap","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
414,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Decreasing,"Full moon
","April August September ","Rocky reef; Fore reef; Low relief living reef",None,"Hook and Line
Trap
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
415,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,,"May ","Outer reef slope; Low relief living reef",None,"Hook and Line
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
420,Malaysia,Serranidae,Epinephelus,fuscoguttatus,"Brown-marbled grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,,"January February March June July October November December ","Fringing reef; Low relief living reef; Fore reef",Unknown,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
421,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,,"High seasonal landings",Decreasing,"New moon
","February ","Low relief living reef; Reef promontory (point)",Unknown,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
422,Malaysia,Serranidae,Epinephelus,fuscoguttatus,"Brown-marbled grouper",Unknown,Unknown,,"High seasonal landings",Decreasing,"New moon
","February ","Low relief living reef; Reef promontory (point)",Unknown,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
425,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,,"January February March June July October November December ","Fore reef; Low relief living reef",Unknown,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
426,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"New moon
",,"Low relief living reef; Spur and groove; Reef promontory (point)",None,"Hook and Line
Destructive (blast or dynamite)
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
431,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","June ",Other,None,"Hook and Line
Trap","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
364,Malaysia,Labridae,Cheilinus,undulatus,"Humphead wrasse",Unknown,Unknown,"Spawning observation",Courtship,Same,,"March April ","Atoll; Low relief living reef; Sand channels","Marine Protected Area",Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
365,Malaysia,Labridae,Cheilinus,undulatus,"Humphead wrasse",Unknown,Unknown,Unspecified,Courtship,Same,"New moon
Full moon
","January October ",Other,"Marine Protected Area",Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
392,Malaysia,Serranidae,Epinephelus,ongus,"White-streaked grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Same,,"April December ",Other,None,"Hook and Line
Trap
Destructive (blast or dynamite)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
405,Malaysia,Scaridae,Bolbometopon,muricatum,"Green humphead parrotfish",Unknown,Unknown,Unspecified,"Courtship
Colour changes associated with spawning",Same,"New moon
Full moon
",,"Drop-off (shelf edge)","Marine Protected Area",Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
406,Malaysia,Serranidae,Epinephelus,merra,"Honeycomb grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Same,"New moon
First quarter
Full moon
Third quarter
","May ","Low relief living reef; Fore reef",None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
408,Malaysia,Serranidae,Plectropomus,maculatus,"Spotted coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Same,,"April ","Patch reef; Low relief living reef; Reef channel (pass)",None,"Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
413,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Same,,"April ","Low relief living reef; Reef channel (pass); Patch reef",None,"Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
416,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Same,,"June July ",Other,None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
393,Malaysia,Serranidae,Epinephelus,ongus,"White-streaked grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Same,,,Other,"Limited entry","Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
423,Malaysia,Serranidae,Epinephelus,fuscoguttatus,"Brown-marbled grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Same,,,Other,"Limited entry","Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
432,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Same,,"April ","Low relief living reef; Reef channel (pass)",None,"Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
359,Malaysia,Labridae,Cheilinus,undulatus,"Humphead wrasse",Unknown,Unknown,Unspecified,"High seasonal landings",Gone,,,Other,Unknown,Unknown,"Daw, T., Daim, L.J. and Bin Ali, M.A., 2002, Preliminary Assessment of the Live Reef Fish Trade in the Kudat Region: Final Technical Report., WWF Malaysia project MYS 487/03: Sulu-Sulawesi Marine Ecoregion. 41pp."
366,Malaysia,Labridae,Cheilinus,undulatus,"Humphead wrasse",Unknown,Unknown,Unspecified,"High seasonal landings",Gone,,"August September ",Other,None,Unknown,"Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
388,Malaysia,Labridae,Cheilinus,undulatus,"Humphead wrasse",Unknown,Unknown,Unspecified,"High seasonal landings",Gone,"Full moon
","June July ","High coral cover; Reef promontory (point)",None,"Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
417,Malaysia,Serranidae,Plectropomus,leopardus,"Leopard coral-trout",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Gone,,"May ",Other,None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
429,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Gone,"New moon
","July August ",Other,None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
433,Malaysia,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Decreasing,"Full moon
","April August September ","Rocky reef; Fore reef; Low relief living reef",None,"Hook and Line
Trap
Destructive (cyanide)","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
390,Malaysia,Serranidae,Epinephelus,ongus,"White-streaked grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Same,,"January December ","Reef promontory (point); High coral cover",None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
398,Malaysia,Serranidae,Epinephelus,ongus,"White-streaked grouper",Unknown,Unknown,,"High seasonal landings",Same,"New moon
First quarter
Full moon
Third quarter
","March ","Island; Low relief living reef",None,"Hook and Line","Daw T., 2004, Reef Fish Aggregations in Sabah, East Malaysia: a report on stakeholder interviews conducted for the Society for the Conservation of Reef , Western Pacific Fisher Survey Series: Society for the Conservation of Reef Aggregations. Volume 5.  (confidential appendix)"
536,Malaysia,Labridae,Cheilinus,undulatus,"Humphead wrasse",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females",Gone,,"March ",Other,Unknown,Unknown,"Daw, T., Daim, L.J. and Bin Ali, M.A., 2002, Preliminary Assessment of the Live Reef Fish Trade in the Kudat Region: Final Technical Report., WWF Malaysia project MYS 487/03: Sulu-Sulawesi Marine Ecoregion. 41pp."
541,Maldives,Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Unknown,Unspecified,Courtship,Unknown,"New moon
First quarter
","April ","Sand channels; Atoll",Unknown,Unknown,"Sluka RD, 2000, Grouper and Napoleon wrasse ecology in Laamu atoll, Republic of Maldives: Part 2. Timing, location, and characteristics of spawning aggregations"
154,"Marshall Islands",Labridae,Thalassoma,amblycephalum,"Bluntheaded wrasse",Unknown,Resident,"Spawning observation",Courtship,Unknown,,,"Lagoon; Low relief living reef",None,Unknown,"Colin P.L. & L.J. Bell, 1991, Aspects of the spwning of labrid and scarid fishes (Pisces: Labroidei) at Enewatak Atoll, Marshall Islands with notes on other families., Env. Biol. Fish 31:229-260."
146,"Marshall Islands",Caesionidae,Caesio,teres,"Yellow and blueback fusilier",Unknown,Resident,"Spawning observation",Courtship,Unknown,"Full moon
","March August ","Reef channel (pass)",None,Unknown,"Bell, L.J. and Colin, P., 1986, Mass spawning of Caesio terres (Pisces: Caesionidae) at Enewetak Atoll, Marshall Islands, Eniv. Biol. Fish. 15(1): 69-74."
6,"Marshall Islands",Scaridae,Chlorurus,microrhinos,"Steephead parrotfish",Unknown,Resident,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"November ","Reef channel (pass)",Unknown,Unknown,"Colin P.L. & L.J. Bell, 1991, Aspects of the spwning of labrid and scarid fishes (Pisces: Labroidei) at Enewatak Atoll, Marshall Islands with notes on other families., Env. Biol. Fish 31:229-260."
113,"Marshall Islands",Siganidae,Siganus,argenteus,"Streamlined spinefoot",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,"First quarter
","March April May ",Atoll,Unknown,Unknown,"Domeier M.L. & P.L. Colin., 1997, Tropical reef fish aggregations: defined and reviewed., Bulletin of Marine Science. 60(3):698-726"
61,"Marshall Islands",Scaridae,Chlorurus,sordidus,"Daisy parrotfish",Unknown,Resident,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,,"Reef channel (pass)",Unknown,Unknown,"Colin P.L. & L.J. Bell, 1991, Aspects of the spwning of labrid and scarid fishes (Pisces: Labroidei) at Enewatak Atoll, Marshall Islands with notes on other families., Env. Biol. Fish 31:229-260."
15,"Marshall Islands",Mugilidae,Crenimugil,crenilabis,"Fringelip mullet",Unknown,Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,,"June ","Sand; Lagoon",Unknown,Unknown,"Domeier M.L. & P.L. Colin., 1997, Tropical reef fish aggregations: defined and reviewed., Bulletin of Marine Science. 60(3):698-726"
73,Mexico,Serranidae,Mycteroperca,rosacea,"Leopard grouper",Unknown,Unknown,Unspecified,"Courtship
Multiple gravid females",Unknown,"Full moon
","May ","Rocky reef; Other",Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
191,Mexico,Serranidae,Mycteroperca,prionura,"Sawtail grouper",Unknown,Unknown,Unspecified,"Courtship
Multiple gravid females",Unknown,"Full moon
","April ",Other,Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
266,Mexico,Serranidae,Mycteroperca,rosacea,"Leopard grouper",Unknown,Unknown,Unspecified,"Courtship
Colour changes associated with spawning",Unknown,"First quarter
","May ",Other,Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
322,Mexico,Serranidae,Mycteroperca,jordani,"Gulf grouper",Unknown,Unknown,Unspecified,"Colour changes associated with spawning",Unknown,"Third quarter
","October ",Other,Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
99,Mexico,Serranidae,Mycteroperca,jordani,"Gulf grouper",Unknown,Unknown,Unspecified,"Multiple gravid females",Unknown,"Full moon
","May ","Rocky reef; Other",Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
197,Mexico,Lutjanidae,Lutjanus,argentiventris,"Yellow snapper",Unknown,Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,"Third quarter
","May ","Other; Rocky reef",Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
210,Mexico,Carangidae,Caranx,sexfasciatus,"Bigeye trevally",Unknown,Unknown,Unspecified,"Colour changes associated with spawning",Same,,"September ","Reef promontory (point)",Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
334,Mexico,Serranidae,Mycteroperca,rosacea,"Leopard grouper",Unknown,Unknown,Unspecified,"Courtship
Mature gonads",Unknown,"Full moon
","May ","Other; Rocky reef",Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
357,Mexico,Lutjanidae,Lutjanus,novemfasciatus,"Pacific dog snapper",Unknown,Unknown,"Spawning observation",Courtship,Unknown,"Third quarter
","September ",Other,Unknown,Unknown,"Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
743,Mexico,Serranidae,Dermatolepis,dermatolepis,"leather bass",Unknown,Unknown,"Hydrated eggs","Colour changes associated with spawning",Unknown,"New moon
","February ","Outer reef slope",,,"Aburto-Oropeza O. and Hull P.M., 2008, A probable spawning aggregation of leather bass, Dermatolepis dermatolepis, in the Revillagigedo Archipelago, Mexico., Journal of Fish Biology 73 (1): 288-295."
737,Mexico,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,"Spawning observation","High seasonal landings
Colour changes associated with spawning",Decreasing,"Full moon
","January December ","Low relief living reef; Fore reef; Patch reef",Unknown,"Gill net
Spear","Alfonso Aguilar-Perera, 2002, pers. comm.; Aguilar-Perera, A., and Aguilar-Davila, W., 2007, A spawning aggregation of Nassau grouper Epinephelus striatus (Pisces: Serranidae) in the Mexican Caribbean.,  Env. Biol. Fishes. 45:351-361"
762,Mexico,Serranidae,Epinephelus,morio,"red grouper",Unknown,Unknown,,"High seasonal landings",Decreasing,,"January February March April ",Other,"Size limits 
Time/area closure","Hook and Line","Lopez-Rocha, JA, Albanez-Lucero, MO, Arreguin-Sanchez, F, and de Anda-Montanez JA, 2009, Analysis of the spatial and seasonal variation in catchability of red grouper, Epinephelus morio (Valenciennes, 1828), in the Campeche Bank before overfishing (1973-1977), Revista de Biologia Marina y Oceanografia 44(3): 751-761"
